Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Razor + unique peptides 25000am.1	Razor + unique peptides 25000am.2	Razor + unique peptides 25000am.3	Razor + unique peptides 2500am.1	Razor + unique peptides 2500am.2	Razor + unique peptides 2500am.3	Razor + unique peptides 250am.1	Razor + unique peptides 250am.2	Razor + unique peptides 250am.3	Unique peptides 25000am.1	Unique peptides 25000am.2	Unique peptides 25000am.3	Unique peptides 2500am.1	Unique peptides 2500am.2	Unique peptides 2500am.3	Unique peptides 250am.1	Unique peptides 250am.2	Unique peptides 250am.3	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	iBAQ	iBAQ 25000am.1	iBAQ 25000am.2	iBAQ 25000am.3	iBAQ 2500am.1	iBAQ 2500am.2	iBAQ 2500am.3	iBAQ 250am.1	iBAQ 250am.2	iBAQ 250am.3	LFQ intensity 25000am.1	LFQ intensity 25000am.2	LFQ intensity 25000am.3	LFQ intensity 2500am.1	LFQ intensity 2500am.2	LFQ intensity 2500am.3	LFQ intensity 250am.1	LFQ intensity 250am.2	LFQ intensity 250am.3	Potential contaminant	id	Peptide IDs	Peptide is razor	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P21954|IDHP_YEAST	sp|P21954|IDHP_YEAST	19	19	15	sp|P21954|IDHP_YEAST Isocitrate dehydrogenase [NADP], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDP1 PE=1 SV=1	1	19	19	15	17	16	16	17	18	18	18	18	17	14	13	13	13	14	14	14	14	13	50.5	42.5	48.19	428	428	0	291.29	5620400000	187350000	7054900	8082300	7523400	7189700	7140100	7597900	7926500	8135300	8102600	241940000	239540000	239490000	245060000	245310000	245330000	236840000	236430000	235670000		358	"515;641;703;841;1583;2030;2082;2427;3050;3718;3906;4519;4521;4994;5092;5093;5748;6766;7117"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P22137|CLH_YEAST	sp|P22137|CLH_YEAST	30	30	30	sp|P22137|CLH_YEAST Clathrin heavy chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHC1 PE=1 SV=1	1	30	30	30	26	25	26	24	26	24	25	27	27	26	25	26	24	26	24	25	27	27	26.3	26.3	187.23	1653	1653	0	323.31	4514800000	45148000	1855300	2064400	1954900	1720500	1790800	1808300	1817000	1887400	1858100	205550000	193140000	194200000	202870000	193570000	198740000	194700000	192710000	181930000		361	"99;313;355;483;685;1710;2015;2618;2716;2779;2793;2860;2923;2931;3130;3477;3544;3574;3938;4193;4529;5130;5198;5261;5262;5543;6385;6445;6886;6929"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P22217|TRX1_YEAST	sp|P22217|TRX1_YEAST	6	5	5	sp|P22217|TRX1_YEAST Thioredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRX1 PE=1 SV=3	1	6	5	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	5	4	4	48.5	48.5	11.235	103	103	0	94.826	3011300000	334590000	13822000	15920000	13816000	15001000	15277000	15042000	14157000	12305000	12400000	131020000	129800000	123620000	151190000	145950000	145950000	134310000	123480000	129940000		367	"1858;1859;3519;4460;5666;6680"	"True;True;True;True;True;False"		
sp|P22515|UBA1_YEAST	sp|P22515|UBA1_YEAST	18	18	18	sp|P22515|UBA1_YEAST Ubiquitin-activating enzyme E1 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBA1 PE=1 SV=2	1	18	18	18	17	15	14	18	17	17	15	17	17	17	15	14	18	17	17	15	17	17	28.7	28.7	114.26	1024	1024	0	126.92	3915600000	66365000	2740500	3038700	2453600	2926800	2723000	3043400	2407600	2700700	2810400	168750000	162510000	157050000	180720000	166890000	189850000	178520000	170570000	164950000		370	"1860;2005;2171;2241;2804;2904;3296;3911;4220;4855;4902;5112;5169;5383;5949;6259;6322;6874"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P22803|TRX2_YEAST	sp|P22803|TRX2_YEAST	7	7	6	sp|P22803|TRX2_YEAST Thioredoxin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRX2 PE=1 SV=3	1	7	7	6	7	7	7	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	73.1	63.5	11.204	104	104	0	113.41	9476000000	1052900000	37718000	53850000	48852000	43338000	43304000	45260000	38285000	39222000	40951000	372080000	402980000	405370000	447890000	436210000	440520000	369970000	362740000	368810000		372	"130;1565;1566;3520;4228;5076;6680"	"True;True;True;True;True;True;True"	125	73
sp|P22943|HSP12_YEAST	sp|P22943|HSP12_YEAST	10	10	10	sp|P22943|HSP12_YEAST 12 kDa heat shock protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP12 PE=1 SV=1	1	10	10	10	10	10	10	8	9	8	8	8	8	10	10	10	8	9	8	8	8	8	72.5	72.5	11.693	109	109	0	207.66	9871600000	987160000	35323000	42452000	43833000	35113000	37020000	37264000	37412000	37877000	39676000	351080000	321410000	361040000	371880000	381010000	422360000	440140000	459730000	456950000		373	"481;897;1545;2153;2357;3881;5304;5600;5601;6340"	"True;True;True;True;True;True;True;True;True;True"		
sp|P23254|TKT1_YEAST	sp|P23254|TKT1_YEAST	25	25	25	sp|P23254|TKT1_YEAST Transketolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TKL1 PE=1 SV=4	1	25	25	25	23	20	23	22	24	24	23	24	24	23	20	23	22	24	24	23	24	24	38.7	38.7	73.805	680	680	0	158.89	19412000000	510840000	19098000	21913000	21772000	18687000	20767000	21802000	20016000	21333000	21604000	803240000	829410000	774830000	891810000	873400000	846950000	807740000	822340000	841780000		376	"414;1087;1658;1676;1804;2826;3213;3276;3639;3977;4036;4053;4341;4918;5012;5201;5358;5359;5853;6006;6007;6710;6711;6788;6834"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"	126	50
sp|P23301|IF5A1_YEAST	sp|P23301|IF5A1_YEAST	6	6	6	sp|P23301|IF5A1_YEAST Eukaryotic translation initiation factor 5A-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HYP2 PE=1 SV=3	1	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	5	6	49.7	49.7	17.114	157	157	0	323.31	3712300000	464040000	18214000	18345000	19561000	15492000	18594000	20932000	16840000	17437000	18671000	152890000	154140000	144440000	148670000	161750000	166880000	135680000	144560000	157540000		378	"427;729;3260;3530;5113;6342"	"True;True;True;True;True;True"	127	80
sp|P25443|RS2_YEAST	sp|P25443|RS2_YEAST	8	8	8	sp|P25443|RS2_YEAST 40S ribosomal protein S2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS2 PE=1 SV=3	1	8	8	8	8	7	7	8	7	7	7	8	8	8	7	7	8	7	7	7	8	8	44.9	44.9	27.449	254	254	0	36.233	7025500000	468370000	17382000	21467000	18933000	17109000	17356000	19813000	18699000	20037000	19904000	289770000	262330000	274710000	306640000	294540000	289360000	302980000	328190000	305860000		401	"24;25;1180;2293;2421;3055;4099;4100"	"True;True;True;True;True;True;True;True"		
sp|P25694|CDC48_YEAST	sp|P25694|CDC48_YEAST	16	16	16	sp|P25694|CDC48_YEAST Cell division control protein 48 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC48 PE=1 SV=3	1	16	16	16	16	14	14	15	15	15	15	15	14	16	14	14	15	15	15	15	15	14	24.8	24.8	91.995	835	835	0	221.66	4500800000	91853000	3414700	3958400	3831100	3650200	3643300	3782600	3864200	4058200	3740500	180450000	189810000	182790000	201470000	202210000	197330000	207830000	211040000	204550000		409	"4;118;539;556;1139;1369;1495;1575;2366;2373;3512;3616;4058;4276;4405;6712"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P26321|RL5_YEAST	sp|P26321|RL5_YEAST	10	10	10	sp|P26321|RL5_YEAST 60S ribosomal protein L5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL5 PE=1 SV=4	1	10	10	10	9	10	9	10	10	10	10	9	10	9	10	9	10	10	10	10	9	10	58.9	58.9	33.714	297	297	0	94.006	9976500000	525080000	18339000	22790000	21772000	20671000	20727000	21973000	22493000	21533000	22420000	435040000	405030000	411970000	436520000	424030000	442830000	427540000	410810000	426480000		412	"75;800;1809;1857;1977;2350;2407;5613;6285;6932"	"True;True;True;True;True;True;True;True;True;True"		
sp|P26637|SYLC_YEAST	sp|P26637|SYLC_YEAST	21	21	21	sp|P26637|SYLC_YEAST Leucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC60 PE=1 SV=1	1	21	21	21	19	18	19	20	20	18	18	18	18	19	18	19	20	20	18	18	18	18	27.5	27.5	124.14	1090	1090	0	284.02	4934500000	74765000	2717400	3159900	3118300	3154100	3144800	3024800	2939600	3123500	3087900	201690000	199580000	207050000	224230000	223880000	224230000	220580000	229260000	221930000		414	"319;386;1342;1512;2329;2365;2562;2567;2647;2751;2776;3432;4685;4944;5055;5200;5480;5524;6131;6959;7114"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P26783|RS5_YEAST	sp|P26783|RS5_YEAST	8	8	8	sp|P26783|RS5_YEAST 40S ribosomal protein S5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS5 PE=1 SV=3	1	8	8	8	7	6	7	7	7	8	7	8	8	7	6	7	7	7	8	7	8	8	41.8	41.8	25.038	225	225	0	179.76	7083900000	643990000	22843000	26542000	26255000	24517000	25698000	27909000	26675000	26987000	26651000	293360000	321950000	295310000	322740000	307820000	319310000	305810000	289220000	280210000		416	"452;699;2535;3164;4826;5825;6510;6805"	"True;True;True;True;True;True;True;True"		
sp|P26785|RL16B_YEAST	sp|P26785|RL16B_YEAST	9	9	6	sp|P26785|RL16B_YEAST 60S ribosomal protein L16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16B PE=1 SV=3	1	9	9	6	8	7	6	8	8	8	9	9	9	5	4	4	5	5	5	6	6	6	36.4	25.3	22.249	198	198	0	146.62	4832900000	284290000	9678100	14080000	11758000	10553000	10502000	10265000	11737000	12086000	12261000	196630000	203720000	207600000	195330000	193860000	200330000	206520000	209340000	207220000		418	"97;2250;2700;2701;3364;4094;5449;6605;6719"	"True;True;True;True;True;True;True;True;True"		
sp|P26786|RS7A_YEAST	sp|P26786|RS7A_YEAST	8	8	5	sp|P26786|RS7A_YEAST 40S ribosomal protein S7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS7A PE=1 SV=4	1	8	8	5	8	7	8	8	8	8	8	8	8	5	5	5	5	5	5	5	5	5	54.7	41.1	21.622	190	190	0	52.429	9970900000	830910000	33231000	35764000	34373000	33804000	34334000	33580000	35191000	35386000	34823000	420110000	402640000	407000000	461760000	453250000	443490000	453730000	449190000	427210000		419	"116;294;1016;2541;2840;2876;3557;4883"	"True;True;True;True;True;True;True;True"		
sp|P28240|ACEA_YEAST	sp|P28240|ACEA_YEAST	20	20	20	sp|P28240|ACEA_YEAST Isocitrate lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ICL1 PE=1 SV=1	1	20	20	20	19	20	18	17	19	17	18	19	19	19	20	18	17	19	17	18	19	19	53.5	53.5	62.408	557	557	0	237.78	5970900000	213250000	8156400	9941100	9118300	7867500	7965600	8716000	9314000	9261500	8828300	251830000	247380000	234150000	270490000	251650000	267910000	282240000	272740000	270980000		425	"137;387;673;788;1164;1248;1367;1801;1952;2103;2474;3479;3582;4348;4425;5435;5709;5754;6323;6806"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P28241|IDH2_YEAST	sp|P28241|IDH2_YEAST	11	11	11	sp|P28241|IDH2_YEAST Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDH2 PE=1 SV=1	1	11	11	11	10	10	9	10	11	11	11	11	11	10	10	9	10	11	11	11	11	11	38.5	38.5	39.739	369	369	0	194.93	4448200000	261660000	9860500	11535000	11669000	10552000	10627000	10658000	8340100	11194000	11551000	189050000	178210000	192360000	196250000	194560000	192120000	193410000	195230000	195280000		426	"1386;2254;3002;3398;4583;5353;5756;5785;6066;6827;7080"	"True;True;True;True;True;True;True;True;True;True;True"		
sp|P28272|PYRD_YEAST	sp|P28272|PYRD_YEAST	12	12	12	sp|P28272|PYRD_YEAST Dihydroorotate dehydrogenase (fumarate) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA1 PE=1 SV=1	1	12	12	12	12	10	9	11	11	12	11	11	12	12	10	9	11	11	12	11	11	12	65.3	65.3	34.801	314	314	0	44.212	5929300000	329400000	12023000	15237000	13471000	12016000	12620000	13519000	14400000	15036000	15520000	250160000	230350000	241080000	255650000	250630000	254780000	267610000	281950000	277150000		427	"166;680;1450;1764;2420;2865;3969;4490;4739;6262;6367;6973"	"True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P28834|IDH1_YEAST	sp|P28834|IDH1_YEAST	15	15	15	sp|P28834|IDH1_YEAST Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDH1 PE=1 SV=2	1	15	15	15	13	13	13	12	14	14	14	14	14	13	13	13	12	14	14	14	14	14	52.2	52.2	39.324	360	360	0	178.21	6761700000	355880000	12975000	16820000	14074000	13102000	14559000	14503000	15219000	14757000	13731000	290680000	300740000	278260000	309590000	300780000	293120000	304450000	300830000	288770000		434	"580;799;1035;1213;1214;1385;1567;1897;2220;2276;2934;3614;4516;5839;6019"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P29311|BMH1_YEAST	sp|P29311|BMH1_YEAST	17	17	5	sp|P29311|BMH1_YEAST Protein BMH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BMH1 PE=1 SV=4	1	17	17	5	14	15	14	15	15	16	16	16	16	4	4	4	5	5	5	5	5	5	74.2	29.2	30.091	267	267	0	323.31	15133000000	890200000	33455000	44985000	37966000	34250000	33800000	35574000	34799000	35614000	35823000	623470000	655000000	659950000	681730000	652580000	685530000	646890000	646940000	627980000		435	"532;900;971;1134;1274;2986;3105;3106;3107;4809;4810;5150;5301;5667;6070;6887;6981"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P29453|RL8B_YEAST	sp|P29453|RL8B_YEAST	18	18	3	sp|P29453|RL8B_YEAST 60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3	1	18	18	3	17	17	17	16	18	16	18	18	18	3	3	3	3	3	3	3	3	3	59.4	12.9	28.111	256	256	0	184.83	10238000000	602230000	22235000	30269000	24108000	23775000	24862000	23885000	23196000	23663000	24211000	414440000	438720000	450770000	428700000	424640000	440590000	425840000	430120000	440820000		436	"285;2550;3655;3760;4186;4213;4214;4215;4314;4470;4619;4831;5309;6023;6539;6936;7052;7053"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
"sp|P29509|TRXB1_YEAST;sp|P38816|TRXB2_YEAST"	sp|P29509|TRXB1_YEAST	"13;2"	"13;2"	"13;2"	sp|P29509|TRXB1_YEAST Thioredoxin reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRR1 PE=1 SV=3	2	13	13	13	11	11	11	12	12	12	13	12	12	11	11	11	12	12	12	13	12	12	65.2	65.2	34.238	319	"319;342"	0	205.62	7236600000	452290000	16127000	19032000	16840000	17189000	17029000	17199000	18527000	21742000	17311000	298790000	285400000	281070000	322610000	309810000	309210000	341000000	319610000	323620000		437	"1697;2139;2674;3064;3283;3820;4241;4549;4814;6110;6221;6287;6627"	"True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P29547|EF1G1_YEAST	sp|P29547|EF1G1_YEAST	8	6	6	sp|P29547|EF1G1_YEAST Elongation factor 1-gamma 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAM1 PE=1 SV=2	1	8	6	6	5	5	6	6	6	5	4	6	5	5	5	6	6	6	5	4	6	5	19.8	19.8	47.087	415	415	0	94.917	2395300000	79843000	3544900	2354000	3717900	3687700	3575700	3592300	3508000	3851900	3747500	110090000	98715000	101790000	113900000	110110000	104040000	104140000	109060000	105350000		438	"461;2265;5520;5521;5559;6013;6715;6902"	"True;True;False;False;True;True;True;True"		
"sp|P30952|MASY_YEAST;sp|P21826|MASZ_YEAST"	sp|P30952|MASY_YEAST	"17;3"	"17;3"	"17;3"	sp|P30952|MASY_YEAST Malate synthase 1, glyoxysomal OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MLS1 PE=1 SV=1	2	17	17	17	14	15	15	14	15	14	15	13	13	14	15	15	14	15	14	15	13	13	39.9	39.9	62.79	554	"554;554"	0	323.31	8066000000	244420000	9437900	10351000	9956800	9175400	9944000	10106000	10806000	10157000	10446000	328880000	298480000	310680000	351570000	364910000	352020000	372590000	371840000	365640000		446	"545;668;1855;2260;2292;3256;3515;3862;4239;4293;4433;4435;4637;4649;5513;6763;6910"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P31116|DHOM_YEAST	sp|P31116|DHOM_YEAST	13	13	13	sp|P31116|DHOM_YEAST Homoserine dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOM6 PE=1 SV=1	1	13	13	13	10	11	8	10	12	9	10	9	10	10	11	8	10	12	9	10	9	10	47.9	47.9	38.502	359	359	0	70.332	4522300000	167490000	5999900	7554500	5460700	6307900	6724500	6976200	7519400	6196600	6683400	180190000	170000000	175760000	185260000	197080000	199320000	202130000	200330000	214010000		447	"157;757;1244;2289;2999;3000;3665;4029;5048;5915;6702;6884;7073"	"True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P31373|CYS3_YEAST	sp|P31373|CYS3_YEAST	14	14	14	sp|P31373|CYS3_YEAST Cystathionine gamma-lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYS3 PE=1 SV=2	1	14	14	14	13	13	14	14	14	14	14	14	14	13	13	14	14	14	14	14	14	14	61.7	61.7	42.542	394	394	0	195.17	8275400000	413770000	16063000	18150000	17150000	15694000	15852000	16614000	16117000	17234000	17844000	350950000	334580000	323050000	349610000	363520000	368350000	353100000	368340000	376540000		448	"550;690;1099;2560;3018;3019;3599;3989;4230;4949;5447;5823;5917;6167"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P31539|HS104_YEAST	sp|P31539|HS104_YEAST	36	36	36	sp|P31539|HS104_YEAST Heat shock protein 104 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP104 PE=1 SV=2	1	36	36	36	31	29	30	32	34	32	32	33	33	31	29	30	32	34	32	32	33	33	46.9	46.9	102.03	908	908	0	323.31	12657000000	210960000	7939700	9892800	9493600	8375400	8727300	8577200	7759200	8145000	9135300	532100000	565460000	554350000	593740000	558870000	550780000	527840000	519950000	534960000		451	"169;210;314;315;367;884;1095;1101;1957;2462;2690;2770;2837;2943;3016;3252;3511;3596;3727;3808;3913;3951;4117;4337;4885;4908;4924;5399;5648;6160;6202;6364;6835;6879;6897;6898"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P31787|ACBP_YEAST	sp|P31787|ACBP_YEAST	5	5	5	sp|P31787|ACBP_YEAST Acyl-CoA-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACB1 PE=1 SV=3	1	5	5	5	3	5	5	4	4	5	4	4	4	3	5	5	4	4	5	4	4	4	88.5	88.5	10.061	87	87	0	25.142	4472800000	559100000	18279000	23714000	24066000	21752000	23173000	23144000	21722000	23098000	23521000	182600000	151510000	163940000	185060000	192980000	185340000	210310000	218950000	219650000		453	"590;4825;5434;6602;6977"	"True;True;True;True;True"		
sp|P32288|GLNA_YEAST	sp|P32288|GLNA_YEAST	14	14	14	sp|P32288|GLNA_YEAST Glutamine synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLN1 PE=1 SV=4	1	14	14	14	12	11	10	12	12	11	12	13	14	12	11	10	12	12	11	12	13	14	53.5	53.5	41.766	370	370	0	44.704	5480400000	260970000	10459000	10041000	9942700	10446000	10026000	9671200	11209000	11345000	12634000	219750000	232210000	256440000	229780000	239590000	234500000	243400000	252130000	243370000		458	"893;1215;2020;2105;2423;2442;2763;2993;3052;4254;5015;6153;6957;6990"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P32316|ACH1_YEAST	sp|P32316|ACH1_YEAST	19	19	19	sp|P32316|ACH1_YEAST Acetyl-CoA hydrolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACH1 PE=1 SV=2	1	19	19	19	13	17	14	16	13	14	15	15	13	13	17	14	16	13	14	15	15	13	51.1	51.1	58.711	526	526	0	79.998	4180800000	134860000	5164300	6318700	5768100	5192100	5365700	5536900	5074600	5364900	4677400	182790000	177890000	175850000	190270000	197470000	178370000	183590000	181300000	176880000		459	"135;215;433;592;653;1077;1126;1790;2665;2838;3234;3954;4059;5458;6227;6370;6406;6653;6752"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P32324|EF2_YEAST	sp|P32324|EF2_YEAST	50	50	50	sp|P32324|EF2_YEAST Elongation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFT1 PE=1 SV=1	1	50	50	50	48	45	45	47	48	49	47	47	48	48	45	45	47	48	49	47	47	48	70.9	70.9	93.288	842	842	0	323.31	70464000000	1381600000	53923000	62614000	58692000	55043000	53308000	56136000	55937000	57721000	57177000	2894000000	2871300000	2918500000	2978200000	2908000000	2995200000	2960200000	3000700000	2963200000		460	"72;117;119;153;173;185;342;548;599;600;631;720;976;980;1130;1204;1486;1766;1875;1906;2086;2284;2340;2466;2890;2965;2966;2968;2969;3120;3177;3180;3211;3247;3598;4236;4375;4596;4824;4985;5506;5507;5533;5696;5811;6084;6158;6617;6694;6811"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"	"132;133;134"	"9;478;619"
sp|P32327|PYC2_YEAST	sp|P32327|PYC2_YEAST	20	20	5	sp|P32327|PYC2_YEAST Pyruvate carboxylase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PYC2 PE=1 SV=2	1	20	20	5	15	16	16	15	17	16	16	17	16	3	3	4	3	5	4	3	3	3	23	7.8	130.17	1180	1180	0	110.48	2677100000	42494000	1605400	1885100	1612400	1841100	1562200	1391600	1989100	1915600	2014400	107420000	110020000	116040000	121590000	115420000	111000000	131490000	114660000	113590000		461	"186;418;669;686;1092;1187;1296;1758;2065;2272;2487;2982;3434;3813;4107;4393;5374;5445;5826;6682"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P32377|MVD1_YEAST	sp|P32377|MVD1_YEAST	12	12	12	sp|P32377|MVD1_YEAST Diphosphomevalonate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MVD1 PE=1 SV=2	1	12	12	12	11	11	11	9	10	10	10	10	10	11	11	11	9	10	10	10	10	10	42.7	42.7	44.115	396	396	0	323.31	5011600000	250580000	9395200	12108000	10748000	9334300	10131000	9558600	9539800	9516700	9752900	202100000	212860000	200350000	213590000	226870000	218040000	211640000	211560000	213110000		469	"57;698;987;1021;1299;1892;2670;3579;3912;4269;5928;6377"	"True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P32449|AROG_YEAST	sp|P32449|AROG_YEAST	8	8	8	sp|P32449|AROG_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO4 PE=1 SV=2	1	8	8	8	8	7	8	8	8	8	8	8	7	8	7	8	8	8	8	8	8	7	24.6	24.6	39.749	370	370	0	108.58	2691300000	134560000	5448100	5661400	5539100	4993200	5163800	5783000	5512800	5988100	5822300	114680000	111140000	106280000	117820000	114050000	122520000	119670000	126090000	118140000		474	"1078;1079;1292;2012;2186;2234;2471;6485"	"True;True;True;True;True;True;True;True"		
